id,name,sector,country,founded_year,is_validated,description,website,capitalization,capitalization_millions,headquarter_city,main_investors,funds_raised
1054,NATIX,ICT,Germany,,0,NATIX makes cameras smart and GDPR compliant.,https://www.natix.network/,0,0.0,,,
1056,NECKAR,Cross Industry,Germany,,0,"NECKAR simplifies the time-consuming burden of paperwork and the stress of decision-making under uncertainty for small businesses. By converting invoices, contracts, and estimates into structured, actionable data, we empower you to interact with your documents as easily as you would with a database.",https://neckar.io/,0,0.0,,,
1060,NEOintralogistics,Operations,Germany,,0,NEOintralogistics | Fachbodenlager automatisieren ohne CAPEX,https://www.neointralogistics.com/,0,0.0,,,
1075,NFA Nordic Forestry Automation,Operations,Sweden,,0,Realizing precision forestry through digital tools and automation,https://www.nordicforestryautomation.com/,0,0.0,,,
1798,NFL Sunday Ticket,,,,0,,,0,0.0,,,
1725,NVIDIA (Mars 2026),,,,0,,,0,0.0,,,
1664,NVIDIA; Qualcomm; Intel; Marvell Technology,,,,0,,,0,0.0,,,
197,Nano-X Imaging,ICT,Israel,,0,,,"75,16",75.16,,,
1050,Narratic,"ICT, Sales, Marketing",Germany,,0,AI-based predictive marketing solutions for Shopify brands,https://www.narratic.ai/,0,0.0,,,
1051,Narratory,ICT,Sweden,,0,Democratizing social AI allowing better bots to be built at lower cost,https://narratory.io,0,0.0,,,
1053,Natif.ai,ICT,Germany,,0,"Natif.ai provides an AI-based document processing solution provider. It enables businesses to automate document processing with document classification, capturing, and validation. It assists to train machines with deep-learning and natural language processing.",https://natif.ai/,0,0.0,,,
1784,Neeva (2023); Observe,,,,0,,,0,0.0,,,
1057,Nenna AI,"Cross Industry, ICT, IT & Security",Germany,,0,"NENNA.AI protects personal data and intellectual property when used with any AI model. In this way, we make companies GDPR and EU AI ACT compliant when using LLMs. We offer an advanced AI enablement platform for the data-secure use of AI solutions and also protect the shadow use of AI models, part of cyber resilience in companies. We are a member of Bitkom and Bitmi and winner of the AI ​​GLobal Award from GITEX Europe. In times of growing demands for data protection and AI compliance in the EU, NENNA enables companies to use AI tools safely and efficiently without taking any data protection risks. GDPR and EU AI ACT compliant. The software protects data directly on the employee's computer so that security-relevant data never leaves the device. This keeps intellectual property protected and valuable information is not used by AI providers for training. NENNA.AI ends the risks of shadow use and enables company-wide, secure AI use regardless of the provider.",https://www.nenna.ai/,0,0.0,,,
1058,Neo.Law,"ICT, Operations",Germany,,0,"A new era of legal tech. Unlock the full potential of your legal department with Artificial Intelligence. neo:law develops Legal AI, which holistically analyzes, checks, modifies and interprets legal documents. Thanks to context-preserving, comprehensive and reversible pseudonymization, the high demands for confidentiality when dealing with client data as well as the legal data protection regulations are met.",https://neo-law.de/,0,0.0,,,
1059,Neocom (Neo Commerce GmbH),"Cross Industry, Marketing",Germany,,0,Making product discovery effortless,https://www.neocom.ai/,0,0.0,,,
224,Neura Robotics,"ICT, Manufacturing",Germany,,0,A German high-tech company manufacturing robots with advanced AI-features.,https://neura-robotics.com/,1 700,1700.0,,,
1062,Neuraforge GmbH,"ICT, Media & Entertainment, IT & Security",Germany,,0,"Developer of a business software platform designed to provide a deepfake detection solution. The company's platform offers cutting-edge deepfake detection algorithms and tools, empowering users to accurately identify and mitigate the risks associated with synthetic media, enabling customers to safeguard their digital assets and maintain trust in online information.",https://neuraforge.de/,0,0.0,,,
1063,NeuralAgent,"Hardware, ICT, Manufacturing",Germany,,0,"NeuralAgent, an innovative deep-tech AI-start-up based in Munich, Germany specialized in industrial end-to-end explainable (Gen) AI-Agent technology - A critical technology approach for distributed autonomous intelligence bringing substantial impact in optimizing industrial networks benefiting humanity (e.g. satellite constellations, Connected UAVs, Cars, ships, warehouse robotics, production networks, logistic networks etc.). Our focus lies in creating industrial, decentralized, and explainable (Gen)AI-Agents capable of solving complex industrial challenges—much like a team of skilled engineers collaborating seamlessly. Agents increase the performance of customer fleet networks while reducing the hidden operating costs-no extra hardware required. Furthermore, the technology is explainable - a critical element for certification and transparency for safety critical systems. Our technology, originating from the EU, is already applied across core 4 industries: 1. Defense: We are a trusted partner for the EU’s largest defense project, FCAS (Future Combat Air System), supported by Germany, France, and Spain. 2. NewSpace Agents Our AI-Agents enable satellite operators to achieve extra secure and competitive network performance comparable to SpaceX, using fewer satellites through autonomous intelligence and predictive routing. 3. Logistic Agents We work on the world’s most intelligent logistics AI-Agents, capable of predicting disruptions already days ahead and optimizing the scheduling of thousands of assets in real time. 4. Mobility Agents Collaborative AI-Decision Making on millions of autonomous cars in real time just like self-organizing warehouse robots, but on streets. We’re addressing critical challenges with solutions that are not only innovative but transformative enabling Sovereign AI in multiple industries from Defense and Space, Mobility up to Logistics.",https://neuralagent.ai/,0,0.0,,,
101,NeuralGarage,,India,,0,,,0,0.0,,,
1064,Neuralfinity,ICT,Germany,,0,"Neuralfinity is a pioneer in the Artificial Intelligence (AI) industry, specialising in the training of foundational AI models from scratch. Established in 2022, with the technological foundation being laid since 2019, we have grown to become a recognised player in the field, offering top-tier AI solutions",https://www.neuralfinity.com/,0,0.0,,,
1067,NeuroFlash,"ICT, Marketing",Germany,,0,NEURO FLASH is helping companies to understand their value and position and to pursue a radically coherent communication based on knowing what their customers really think – powered by AI.,https://neuroflash.com/,0,0.0,,,
1071,NeuroSense (913),"ICT, Public Sector & Aerospace",Germany,,0,AI-based document generation for legal professionals.,https://www.913.ai/,0,0.0,,,
1065,Neurocast,Cross Industry,Netherlands,,0,"Neurocast is the True Passive Patient monitoring solution: We turn everyday daily digital interactions, such as smartphone use, into medically approved outcomes, enabling individual patients' performance monitoring in everyday life. Completely unobtrusive. Privacy embedded by design. Available for everyone.",https://www.neurocast.nl,0,0.0,,,
1066,Neurocat,"ICT, R&D, IT & Security",Germany,,0,"neurocat is an AI startup based in the innovation and business incubator Berlin-Adlershof with a focus on AI quality as well as AI safety and security. Our USP lies in the evaluation and improvement of the robustness of AI systems and ensuring the comprehensibility of these systems. Neurocat's methods and technologies for these analyses and improvements of ML systems are unique in the world and can be applied across industries. Our software “aidkit” will be the universal toolbox for analyzing, debugging, building and monitoring robust, powerful, safe, secure, regulatory compliant and explainable AI systems.",https://www.neurocat.ai/,0,0.0,,,
1068,Neurolearn,ICT,Sweden,,0,"A broad use of applied AI will drive insights, aiming for a more sustainable world for the benefit of people.",https://www.neurolearn.se,0,0.0,,,
1069,Neurolytics,Cross Industry,Netherlands,,0,"We help companies succeed in hiring and selection with objective behavioral analysis, hiring engaged people fitting their team and organizational culture.",https://neurolytics.ai/,0,0.0,,,
1070,Neurora.ai,ICT,Sweden,,0,An AI search for chatbots and site-search,https://neurora.ai,0,0.0,,,
1074,Nexwise AI,"Energy & Utilities, Sales",Germany,,0,digital consultative selling for green energy technology providers,https://www.nexwise.ai/,0,0.0,,,
1076,Nia Health,"ICT, Health & Social Care",Germany,,0,Medical software platform in the field of personalized medicine,https://www.niahealth.ai/,0,0.0,,,
1077,Nibela AB,"Energy & Utilities, R&D",Sweden,,0,Help users to manage their electricity resulted in low cost,https://nibela.se,0,0.0,,,
1078,Nicolab,ICT,Netherlands,,0,Nicolab is an Australian company with its HQ located in Amsterdam focussing on stroke care in the emergency setting. We give emergency care patients the best chances of living their normal life by connecting & informing physicians and hospitals with the highest level of insights enabled by AI technology.,https://www.nicolab.com,0,0.0,,,
1747,Nissan,,,,0,,,0,0.0,,,
1692,Nistad Group,,,,0,,,0,0.0,,,
1080,Nomitri,ICT,Germany,,0,"We bring Deep Learning visual intelligence directly to smartphones, edge devices and embedded systems",https://www.nomitri.com/,0,0.0,,,
1081,Nooxit GmbH,ICT,Germany,,0,"Accounts payable has its challenges. And not only because of the time it takes. The costs can also be a real headache. After all, a single invoice can easily cost up to 12 €. With 10,000 to 100,000 invoices a year, that adds up to quite a lot. What if there was an AI-based tool that not only completely automates processes, but also reduces these costs per invoice to a minimum of one euro?",https://www.nooxit.com/,0,0.0,,,
1082,Normain,Cross Industry,Sweden,,0,Knowledge work automator,https://normain.com/,0,0.0,,,
1083,Norna AB,"ICT, Retail & E-commerce",Sweden,,0,"Norna is a Swedish AI company with a talented team of 30 people from 8 nationalities, drawing on experience from HP, Ericsson, Aifloo, Tobii. We are a didicated team of AI scientists, designers, product managers and AI engineers with a mission to disrupt the retail industry.",https://norna.ai,0,0.0,,,
1086,NorthStat AB,Cross Industry,Sweden,,0,Smarter prehospital care with data-driven simulations,https://home.northstat.se/,0,0.0,,,
1084,Northbound,"ICT, Transport & Mobility, Operations",Germany,,0,Developer of AI agents for logistics,https://www.getnorthbound.ai/,0,0.0,,,
1085,NorthernLight Diagnostics AB,"Health & Social Care, Operations",Sweden,,0,Decision support for healthcare professionals of antidepressant treatment,https://nldx.se,0,0.0,,,
1779,Norwest; Redpoint Ventures; 4 others,,,,0,,,0,0.0,,,
1087,Nostics,Cross Industry,Netherlands,,0,"An innovative start-up with the mission to provide accessible, fast and accurate diagnostics: a platform-based approach to saving the world. One problem with current diagnostic tests is that they often require experienced personnel to analyse the results, which are often lacking. By applying machine learning algorithms to do this job, together with a point-of-care testing method, a large and currently unreachable group could benefit from better diagnostic solutions.",https://www.nostics.com,0,0.0,,,
1088,Nostos Genomics,"ICT, R&D",Germany,,0,AI-driven deciphering of genetic diseases,https://www.nostos-genomics.com/,0,0.0,,,
1743,Notable Angels,,,,0,,,0,0.0,,,
241,Nothing,ICT,,,0,,,645,645.0,,,
1089,Notilyze,ICT,Netherlands,,0,Data science as a service,https://www.notilyze.com,0,0.0,,,
144,Notion,ICT,United States,2013.0,0,,,330,330.0,,,
1090,Noxtua,"AI model, ICT, R&D",Germany,,0,"“Sovereign Legal AI” that drafts, analyses and summarises legal documents on a proprietary European LLM, ensuring GDPR-level data protection.",https://noxtua.com/,0,0.0,,,
1091,Nrlyze AB,"Energy & Utilities, Operations",Sweden,,0,Optimizing the flow of energy and improving efficiency,https://www.nrlyze.se,0,0.0,,,
221,Nscale,ICT,,,0,,,3 700,3700.0,,,
1092,Numi,"Transport & Mobility, Operations",Germany,,0,Intelligent supply chain advsior connecting to the ERP,https://numi.digital/,0,0.0,,,
78,Nuro,,United States,,0,,,0,0.0,,,
1787,Nuvia (2021); Arriver (2022); Autotalks (2025); Alphawave IP Group,,,,0,,,0,0.0,,,
1094,Nuwacom.ai,"Cross Industry, ICT, Marketing",Germany,,0,"At nuwacom, we empower marketing and communication teams with AI-driven solutions to streamline workflows, enhance collaboration, and ensure brand consistency. Our intelligent platform helps teams find knowledge faster, create high-quality content effortlessly, and automate processes securely. Join us in shaping the future of AI-powered work.",https://nuwacom.ai/,0,0.0,,,
1096,Nyris,"Cloud Provider, Retail & E-commerce",Germany,,0,"Nyris provides a platform for object and image recognition. The different image recognition technologies used include fingerprint/feature extraction, hashing to find similar products, optical character recognition, logo extraction, custom neural networks, and manual mapping. Its API can be integrated with an existing application. It has been backed by Microsoft, IBM, Google Cloud Platform, and can be integrated with multiple applications such as mobile applications, website, and messenger bots.",https://nyris.io/,0,0.0,,,
1097,OCCDEC AB,ICT,Sweden,,0,Public safety with Smart City Systems,https://occdec.com/,0,0.0,,,
185,ODDITY Tech,ICT,Israel,,0,,,740,740.0,,,
1104,OKAPIOrbits GmbH,"Cross Industry, ICT, Operations",Germany,,0,"Developer of an AI-powered space traffic management platform designed to predict risks, manage collisions, and optimize space operations. The company's platform offers environment visualization, maneuver design, conjunction analysis, re-entry predictions, high-accuracy orbit propagation and determination, and pass prediction for a secure satellite operation and seamless ground segment integration, enabling space operators and institutions to ensure safe and efficient operations in increasingly congested orbits.",https://okapiorbits.space/,0,0.0,,,
1106,OMMM,"Cross Industry, ICT, Operations",Germany,,0,AI-powered platform for sustainable supply chain management,https://ommm.ai/,0,0.0,,,
1111,OMNIPEAK GmbH,"ICT, Sales, Marketing",Germany,,0,"OmniPeak enhances B2B revenue with AI-driven tools for autonomous, scalable account-based marketing and sales optimization.",https://www.omnipeak.ai/,0,0.0,,,
1113,ON-IQ Solution AB,"Cross Industry, ICT",Sweden,,0,We provide data driven solution in ML Computer Vision and Image Analysis,https://oniqvision.com/,0,0.0,,,
1117,ONIQ,Manufacturing,Germany,,0,Enabling lean and green manufacturing with a digital process twin,https://www.oniq.com/,0,0.0,,,
1130,OSAsense,ICT,Netherlands,,0,"OSAsense is an AI based screening tool for GP's. Currently focused on sleep diagnostics, but with a number of co-morbidity related developments in the pipeline.",https://www.osasense.com,0,0.0,,,
1131,OSORA medical,"ICT, Operations",Germany,,0,"We create simulation-driven preventive analytics for the treatment of musculoskeletal disorders - to improve treatment results and patient well-being. By using AI-powered digital twins for orthopedics, we aim to reduce complications in bone healing and enable early mobilization of patients.",https://osora.de/,0,0.0,,,
1135,OWNER,Operations,Netherlands,,0,OWNER maakt online vastgoedbeheer voor jou zo simpel mogelijk met automatische processen zoals facturatie en indexatie.,https://owner.app,0,0.0,,,
1578,OYO,Cross Industry,India,2012.0,0,OYO is a hospitality platform offering standardized hotel and accommodation solutions.,https://www.oyorooms.com,0,0.0,Gurugram,NA,
232,OakNorth Credit Intelligence,ICT,,,0,,,897,897.0,,,
1815,Obvious Ventures,,,,0,,,0,0.0,,,
1098,Ocell,Operations,Germany,,0,Developer of cutting-edge technologies for forestry intended to allow forests to fully realize their potential as a sustainable resource and a highly efficient carbon dioxide reservoir.,https://ocell.io/,0,0.0,,,
1099,Octomind,R&D,Germany,,0,Find bugs before your customers do,https://www.octomind.dev/,0,0.0,,,
1100,Octonomy,ICT,Germany,,0,"Builds domain-specific AI agents that automate multilingual support for customers, employees and partners.",https://octonomy.ai/,0,0.0,,,
1101,Oculai,"ICT, Construction",Germany,,0,oculai is a ConTech start-up that uses cameras and artificial intelligence to automatically monitor construction processes and progress.,https://www.oculai.de/,0,0.0,,,
1102,Odd.Bot - the successor of chemical- & manual weeding,Cross Industry,Netherlands,,0,Accelerating the transition to sustainable agriculture by providing the successor of chemical- & manual weeding,https://odd.bot,0,0.0,,,
196,Odysight.ai,ICT,Israel,,0,,,"78,85",78.85,,,
1577,Ola Cabs,Transport & Mobility,India,2010.0,0,Ola Cabs is an Indian ride-hailing and mobility platform.,https://www.olacabs.com,0,0.0,Bengaluru,NA,
1105,Olivaw,"Cross Industry, Operations",Germany,,0,"Maintain, steer, and upskill heterogeneous professional robot on one single platform",https://olivaw.ai/,0,0.0,,,
1107,OmniBot,ICT,Germany,,0,"OmniBot is an Oldenburg-based startup that has developed a technology platform for enterprises to create, customize, and integrate conversational chat and voice assistants for automating business processes and providing customer support. It comprises of proprietary speech recognition and analysis technology that allows the assistants developed using the platform to hold a speech and text-based dialogue in natural language with customers. Some of the other features include custom recognition models (to address noise, acoustic conditions, or unique vocabulary), wake phrases, built-in analytics suite, self-learning capabilities, among others. In addition, the platform can interface with third-party applications (such as IVR systems) and can be deployed on-premise, private clouds, and hybrid clouds. The company claims that its technology offers data security and protection and is DSGVO compliant. Clientele and Partners include Netcall, Deutsche Telekom, Bigtincan, Volkswagen, among others. The company has received a grant from the Horizon 2020 Foundation by the European Union.",https://omnibot.ai/,0,0.0,,,
1108,Omnifact,"AI model, ICT",Germany,,0,"Omnifact is an enterprise AI platform that enables companies to use generative AI securely and in a data protection-compliant manner. Whether in the cloud or completely on-premise with open source LLMs, our privacy filter ensures that sensitive data does not reach external AI providers. We enable teams to harness the benefits of AI while maintaining full control over their data, while maintaining the highest security and privacy standards.",https://omnifact.ai/,0,0.0,,,
1109,Omnigen,ICT,Netherlands,,0,Omnigen applies ML and AI for assessment of chemotherapy (FOLFIRINOX) treatment response in pancreatic cancer patients as a compianion diagnostic to facilitate personalised oncological treatment.,https://www.omnigen.nl,0,0.0,,,
1110,Omnimodular AB,"ICT, Financial Services",Sweden,,0,Omnimodular is a solution provider of automated accounting of corporate invoices by the means of machine learning. We build tailored solutions primarilly for Fintech companies and host the solution on an in-house built ML serving platform.,https://www.omnimodular.com,0,0.0,,,
1724,Omniture,,,,0,,,0,0.0,,,
1112,Omnius,ICT,Germany,,0,"omni:us is an Artificial Intelligence as a Service (AIaaS) provider for cognitive claims management. Built on a fully data-driven approach, omni:us is transforming the way insurers interact with their insured parties.",https://omnius.com/,0,0.0,,,
1114,Oncomatic,"ICT, Operations",Germany,,0,AI-driven platform automating tumor documentation for cancer registry reporting and quality assurance,https://oncomatic.de/,0,0.0,,,
188,One Stop Systems,ICT,United States,,0,,,340,340.0,,,
1115,OneThird,"Cloud Provider, Transport & Mobility, Operations",Netherlands,,0,"OneThird is a food tech startup preventing food loss and food waste by improving cold chain logistics and making anyone a shelf life prediction expert. Our ‘holistic’ approach of food quality makes data relevant that is important to producers and consumers. We combine spectral analysis and image recognition to provide a thorough analysis in our cloud platform of the internal and external quality factors that drive the biological processes. By connecting and analyzing data between growers, distributors, and retailers we can all work together and meet our sustainability goals.One-third of all food is wasted– let’s change that!",https://www.onethird.io/,0,0.0,,,
1116,OneTwo Analytics AB,"Cross Industry, ICT",Sweden,,0,We offer AI/ML-based services to improve diabetes care.,https://www.onetwo-analytics.com,0,0.0,,,
12,OpenAI,,,,0,,,0,0.0,,,
1703,OpenAI (2024,,,,0,,,0,0.0,,,
1713,OpenAI (Sora),,,,0,,,0,0.0,,,
1556,OpenAI Startup Fund,ICT,United States,,0,"Investment fund linked to OpenAI, active in financing AI startups.",https://openai.fund,0,0.0,,,
79,OpenEvidence,,United States,,0,,,0,0.0,,,
1757,OpenGrants,,,,0,,,0,0.0,,,
80,OpenRouter,,United States,,0,,,0,0.0,,,
1119,Optimeleon,"Cross Industry, ICT, Marketing",Germany,,0,"AI-powered platform that automatically creates, tests, and adapts web page variations in real time to drive conversions",https://optimeleon.com/,0,0.0,,,
1120,Optiwiser A.I. Solutions,"ICT, Retail & E-commerce, Operations",Germany,,0,We boost your supply chain performance through the power of AI,https://optiwiser.de/,0,0.0,,,
161,Oracle,ICT,United States,,0,,,365 960,365960.0,,,
216,Orangekloud Technology,ICT,Singapore,,0,,,"5,86",5.86,,,
1122,Orbem,ICT,Germany,,0,"Orbem transforms food systems towards a sustainable future. Our AI-powered digital technology automatically analyzes and classifies biological samples, revolutionizing the way we produce food to meet the needs of a rising population.",https://orbem.ai/,0,0.0,,,
1770,Orbify,,,,0,,,0,0.0,,,
1123,Orbisk,ICT,Netherlands,,0,"Orbisk uses AI image recognition to empower professional kitchens to monitor and reduce food waste, generating insights in a fully automated and seamless way, improving sustainability and profitability!",https://www.orbisk.com,0,0.0,,,
1124,Orbit Health,ICT,Germany,,0,"Harnessing sensors and AI, enables effective early intervention and personalized care for chronic diseases",https://www.orbit.health/,0,0.0,,,
1125,Orchest,ICT,Netherlands,,0,Orchest is a tool for data scientists to simplify development and deployment of batch processing data pipelines.,https://orchest.readthedocs.io/en/stable/,0,0.0,,,
1126,OrganAi.se,"ICT, Sales",Sweden,,0,We OrganAise people's lives,https://www.organai.se,0,0.0,,,
1127,Organifarms,"ICT, Agriculture & Forestry",Germany,,0,"Organifarms develops farming stations for indoor farming systems to automate complex processes, such as the harvest, plant care, quality control, and pollination of fruit and vegetables. Key component is the image recognition software for the detection of position, ripeness, and quality of the fruit.",https://www.organifarms.de/,0,0.0,,,
1128,Orikami,"Health & Social Care, Financial Services, R&D",Netherlands,,0,"Orikami is a Dutch eHealth organization specialized in applied data science. We develop and implement digital biomarkers to enable personalized healthcare for people with chronic diseases such as multiple sclerosis. Orikami is an expert in disease-specific solutions and consultancy/project services where combined data science/clinical knowledge is required. With a team of data scientists and researchers, we are on a mission to improve 100 million lives before 2030 by access to personalized healthcare. We believe health data is underutilized. We use real-world patient data to enable personalized healthcare paths for our clients to improve outcomes, quality of life and affordable healthcare. Therefore, we develop digital biomarkers to expand our own digital biomarker portfolio or on project-base for our clients. Our partners are in the entire value chain of healthcare: research centers (incl University Medical Centers), hospitals, pharma, patient organizations and healthcare insurance companies.",https://www.orikami.ai,0,0.0,,,
1129,Ororatech,Cross Industry,Germany,,0,First service provider for global real-time wildfire and severe weather detection and monitoring,https://www.ororatech.com/,0,0.0,,,
1132,Ottobahn,Transport & Mobility,Germany,,0,"Ottobahn is engineering an innovative autonomous transportation solution, combining proven railway technology with individualized gondolas",https://ottobahn.de/,0,0.0,,,
1133,Overstory,ICT,Netherlands,,0,"Real-time vegetation intelligence, at scale",https://www.overstory.com,0,0.0,,,
1134,Ovom,"ICT, Health & Social Care, Operations",Germany,,0,"Ovom redefines how reproductive care is brought to patients by combining modern in-person care with advanced AI-based technology. Catering not just to patients but also to healthcare professionals, we create an ecosystem that allows for increased success rates, improved accessibility, and reduced life disruption for patients.",https://ovomcare.com/,0,0.0,,,
42,Owkin,ICT,France,2016.0,0,Owkin develops AI and federated learning solutions for health biomarker discovery.,https://www.owkin.com,0,0.0,,,
226,Oxford Nanopore Technologies,ICT,,,0,,,1 300,1300.0,,,
1136,Oxide AB,"Cross Industry, ICT",Sweden,,0,Explainable AI for all data-intense domains,https://oxide.ai/,0,0.0,,,
1137,Oxolo,"ICT, Media & Entertainment",Germany,,0,Building a deep tech platform for AI-based entertainment,https://www.oxolo.com/,0,0.0,,,
1138,P3S - Patient Safety Surveillance Solutions,"ICT, R&D",Sweden,,0,AI and re-use of data for improved patient safety.,https://www.p3s.se/,0,0.0,,,
1142,PACTA.,"ICT, Operations",Germany,,0,"""Pacta sunt servanda - agreements must be adhered to and monitored."" With PACTA and our artificial intelligence ""Themis"" you automate your documents and processes in an intelligent no-code workflow on a central legal platform for data-driven contract management and more.",https://pacta.ai/,0,0.0,,,
1150,PANTOhealth,ICT,Germany,,0,Combines simulation software and IoT to deliver software-as-a-service solutions for monitoring and predictive maintenance of pantograph/catenary,https://pantohealth.com/,0,0.0,,,
1159,PATS,Cross Industry,Netherlands,,0,PATS automates insect monitoring and control for greenhouse horticulture with vision and bat-like drones.,https://pats-drones.com/,0,0.0,,,
1161,PCB Arts GmbH,"Hardware, Manufacturing, Operations",Germany,,0,"Developer of custom electronics solutions in Nürnberg. PCB Arts offers individual hardware and electronic development services, as well as Vapor Phase One and Two products. The entity has established partnerships with other businesses in the industry.",https://www.pcb-arts.com/en/,0,0.0,,,
1164,PENEMUE,"ICT, Public Sector & Aerospace, Media & Entertainment",Germany,,0,"Imagine PENEMUE as your digital guardian angel, a cutting-edge AI tool, created to protect democracies from hate speech, digital violence and disinformation. Tailored for public figures and companies in media, politics, sports and academia. Penemue stands as a guard of safety in the online world. With its advanced AI, it doesn't just scan content; it understands context, cultural nuances and codes. Penemue identifies the various manifestations of online hate, such as racism, misogyny, ableism, queerphobia, ensuring a balance between countering toxic content and preserving free speech. PENEMUE is not just a technology; it's a movement and a commitment to maintaining democratic discourse, a shield for those in the public eye, ensuring their digital spaces remain respectful and conducive to healthy, democratic exchanges.",https://www.penemue.ai/,0,0.0,,,
1175,PHONT,"ICT, Media & Entertainment, Marketing",Germany,,0,"PHONT revolutionizes video subtitling with an AI-based tool that adds creative, emotion-aligned captions, aiming to become the ""Dolby"" of subtitling.",https://phont.ai/,0,0.0,,,
1184,PLANALOGIC,ICT,Netherlands,,0,Planalogic is a design and decision making platform that uses Artificial Intelligence to find the best performing designs out of literally millions of versions.,https://planalogic.com,0,0.0,,,
1212,PYCK.ai,"ICT, Transport & Mobility, Operations",Germany,,0,Open-source AI-driven framework redefining warehouse management systems with process automation for startups and global logistics,https://pyck.ai/,0,0.0,,,
1139,Pabolo,ICT,Germany,,0,A web platform with AI-generated movie content.,https://www.thomaswillberger.de/Paramax/,0,0.0,,,
1141,PaceUP Invest GmbH,ICT,Germany,,0,"PaceUP Invest is a holistic financial platform with the help of human financial advisors and AI as co-pilot to take control of financial planning for today, tomorrow, and the future and build sustainable wealth.",https://paceupinvest.com/,0,0.0,,,
1143,Pagent,ICT,Germany,,0,Enables AI to understand individual user needs & personalize experiences,https://www.pagent.ai/,0,0.0,,,
1144,PainDrainer AB,Cross Industry,Sweden,,0,A tool for self-management of chronic pain,https://paindrainer.com,0,0.0,,,
1145,Pair Finance,R&D,Germany,,0,Pair Finance is a data-based receivable management system leveraging machine learning combined with behavioral research. Pair Finance takes care of collections from its client's debtors.,https://pairfinance.com/,0,0.0,,,
162,Palantir,ICT,United States,,0,,,318 020,318020.0,,,
190,Palladyne AI,ICT,United States,,0,,,240,240.0,,,
1146,Pandas AI,"Cross Industry, ICT, Operations",Germany,,0,gen AI meets Pandas Python library,https://pandas-ai.com/,0,0.0,,,
1147,PandionAI,"ICT, IT & Security",Sweden,,0,We secure your need for timely information,https://pandionai.com/,0,0.0,,,
1148,Paniax,"Cross Industry, R&D",Sweden,,0,Democratizing Data Science,https://www.paniax.com,0,0.0,,,
1149,Panos.AI,"ICT, Operations",Germany,,0,"Panos.AI brings transparency about company-wide AI & automation opportunities, solutions & best practices, which is required to establish better informed strategic decisions & collaboration without the need for time-consuming workshops & training, expensive consultants, efforts for software installations & integrations!",https://panos.ai/,0,0.0,,,
1151,Parametric Solutions AB,"Real Estate Activities, Operations",Sweden,,0,With algorithms we generate hundreds of building concepts in seconds,https://www.parametric.se,0,0.0,,,
1153,ParkDepot GmbH,ICT,Germany,,0,AI-driven data analysis solution for parking lots including services such as automatic detection of parking offenders and renting out of unused space.,https://www.park-depot.com/,0,0.0,,,
1154,Parkvision GmbH,"Transport & Mobility, Operations",Germany,,0,Developer of a digital parking monitoring system designed to differentiate customers and illegal parkers.,https://www.parkvision.de/,0,0.0,,,
1155,Parlametric AB,ICT,Sweden,,0,"Level up your surveys, customer analysis & social listening",https://parlametric.com/,0,0.0,,,
245,Parloa,"ICT, Media & Entertainment",Germany,,0,"Parloa offers a low code conversation bot and dialog builder tool. Its dialog management system enables to create dialogs, using platform context and user input. It can build for Amazon Alexa, Google Assistant, chat, and phone bots. Ergo, Vgh, Vodafone, and Xcel Media are some of its clients.",https://parloa.com/,564,564.0,,,
1156,Parsd AB,"Cross Industry, Education, R&D",Sweden,,0,Digital end-to-end research for fact-based insights,https://parsd.com,0,0.0,,,
1157,PartsCloud,"ICT, Manufacturing, Transport & Mobility",Germany,,0,“AWS for spare parts” – AI-driven planning & cloud logistics platform that cuts stock-outs and overstock in industrial after-sales.,https://partscloud.com/,0,0.0,,,
1158,PatentPlus,"ICT, Professional Services, R&D",Germany,,0,"PatentPlus is a business intelligence platform that matches innovative technologies and knowledge from research organizations with the specific innovation needs of pioneering companies across industries and geographies. Our software operates industry agnostic, but we tend to focus on important verticals like deep-tech and sustainability to accelerate the positive impact of scientific progress for society and our planet. PatentPlus analyzes proprietary data from direct partnerships in combination with publicly available market data to identify individual transfer and collaboration opportunities. Research organizations benefit from an increased return on their innovation activities while companies benefit from reduced search costs and an efficient exploration of new business and product development opportunities.",https://www.patentplus.io/,0,0.0,,,
1160,Pauls Job,"ICT, Operations",Germany,,0,AI powered platform designed for human resources operations,https://www.paulsjob.ai/,0,0.0,,,
1579,Paytm,Financial Services,India,2010.0,0,Paytm is an Indian digital payments and financial services platform.,https://paytm.com,0,0.0,Noida,NA,
118,Peak,,United Kingdom,,0,,,0,0.0,,,
1162,Peakprofiling,"ICT, Health & Social Care",Germany,,0,"Audio Profiling has developed algorithms to detect emotional states and physical conditions purely from the voice. Audio signals, brought to spectral format by means of the Fourier transformation, are analyzed with musical parameters from the domains of loudness, articulation, tempo, rhythm, melody and timbre. The algorithms are based only on sound and are content independent. It has partnered with researchers to for diagnosis of medical and psychological conditions from the voice such as detecting ADHD. The algorithms can also be used to detect when someone is too sleepy to drive and the company has partnered with a German car manufacturer to develop the technology.",https://peakprofiling.com/,0,0.0,,,
1163,Peec AI,"Cross Industry, ICT, Marketing",Germany,,0,Enabling companies to analyse and improve their visibility in AI search results.,https://peec.ai/,0,0.0,,,
